"Date","variable","value"
1976,"Financial services",5.630277186
1977,"Financial services",6.266429756
1978,"Financial services",7.433404407
1979,"Financial services",8.173229093
1980,"Financial services",9.0594172
1981,"Financial services",9.588059701
1982,"Financial services",11.26050699
1983,"Financial services",15.59052357
1984,"Financial services",15.96252073
1985,"Financial services",19.93840322
1986,"Financial services",21.77285004
1987,"Financial services",22.25884861
1988,"Financial services",22.27647477
1989,"Financial services",23.2291874
1990,"Financial services",22.55768775
1991,"Financial services",23.92693674
1992,"Financial services",27.24145937
1993,"Financial services",31.47519545
1994,"Financial services",33.88320303
1995,"Financial services",36.67438995
1996,"Financial services",40.47164179
1997,"Financial services",45.3848851
1998,"Financial services",50.33489694
1999,"Financial services",56.27225776
2000,"Financial services",63.81705757
2001,"Financial services",59.51267472
2002,"Financial services",60.54314144
2003,"Financial services",62.39876806
2004,"Financial services",67.76995973
2005,"Financial services",73.32120351
2006,"Financial services",79.02075338
2007,"Financial services",85.10438285
2008,"Financial services",89.17815683
2009,"Financial services",83.94877991
2010,"Financial services",88.22023217
2011,"Financial services",93.43681592
2012,"Financial services",99.21208244
2013,"Financial services",104.5945984
2014,"Financial services",108.28742
2015,"Financial services",114.7910922
2016,"Financial services",119.2496565
2017,"Financial services",126.0505094
2018,"Financial services",133.4638237
2019,"Financial services",138.9975835
2020,"Financial services",142.7766899
1959,"Insurance",1
1960,"Insurance",1.097350315
1961,"Insurance",1.164653784
1962,"Insurance",1.231957254
1963,"Insurance",1.292160738
1964,"Insurance",1.418972332
1965,"Insurance",1.553396282
1966,"Insurance",1.661396574
1967,"Insurance",1.720611916
1968,"Insurance",1.966622749
1969,"Insurance",2.104267311
1970,"Insurance",2.302664324
1971,"Insurance",2.499011858
1972,"Insurance",2.839774557
1973,"Insurance",3.100461133
1974,"Insurance",3.256368028
1975,"Insurance",3.496962377
1976,"Insurance",3.959559362
1977,"Insurance",4.688735178
1978,"Insurance",5.488727858
1979,"Insurance",5.919082126
1980,"Insurance",6.420619236
1981,"Insurance",7.006404626
1982,"Insurance",7.944188259
1983,"Insurance",8.595447226
1984,"Insurance",9.739972186
1985,"Insurance",10.6934563
1986,"Insurance",10.65671205
1987,"Insurance",10.55292051
1988,"Insurance",12.50095154
1989,"Insurance",14.60346216
1990,"Insurance",16.35730493
1991,"Insurance",18.12886107
1992,"Insurance",19.50838091
1993,"Insurance",21.65543112
1994,"Insurance",21.8321622
1995,"Insurance",22.47053872
1996,"Insurance",23.20944957
1997,"Insurance",24.80196897
1998,"Insurance",26.42072903
1999,"Insurance",27.73986239
2000,"Insurance",30.19433465
2001,"Insurance",30.98547065
2002,"Insurance",31.51650564
2003,"Insurance",33.8235983
2004,"Insurance",36.29955351
2005,"Insurance",39.84548382
2006,"Insurance",40.70249597
2007,"Insurance",42.18280632
2008,"Insurance",41.88508271
2009,"Insurance",39.28059581
2010,"Insurance",42.30046845
2011,"Insurance",44.63753477
2012,"Insurance",43.4298053
2013,"Insurance",44.87220026
2014,"Insurance",49.2962231
2015,"Insurance",51.47687015
2016,"Insurance",51.93653931
2017,"Insurance",56.70070268
2018,"Insurance",60.80226175
2019,"Insurance",64.8030303
2020,"Insurance",67.61798703
1959,"Communication services",1
1960,"Communication services",1.076891192
1961,"Communication services",1.149689119
1962,"Communication services",1.221917098
1963,"Communication services",1.329948187
1964,"Communication services",1.435129534
1965,"Communication services",1.558756477
1966,"Communication services",1.679585492
1967,"Communication services",1.835336788
1968,"Communication services",2.001968912
1969,"Communication services",2.219481865
1970,"Communication services",2.401088083
1971,"Communication services",2.640725389
1972,"Communication services",2.969637306
1973,"Communication services",3.33746114
1974,"Communication services",3.659481865
1975,"Communication services",4.128756477
1976,"Communication services",4.639585492
1977,"Communication services",5.028082902
1978,"Communication services",5.567305699
1979,"Communication services",6.020207254
1980,"Communication services",6.454611399
1981,"Communication services",7.250466321
1982,"Communication services",8.260466321
1983,"Communication services",9.039067358
1984,"Communication services",9.777772021
1985,"Communication services",10.75326425
1986,"Communication services",11.52321244
1987,"Communication services",12.16134715
1988,"Communication services",12.78797927
1989,"Communication services",13.6065285
1990,"Communication services",14.15751295
1991,"Communication services",14.9215544
1992,"Communication services",16.39243523
1993,"Communication services",17.29854922
1994,"Communication services",18.77450777
1995,"Communication services",19.88212435
1996,"Communication services",21.74673575
1997,"Communication services",24.11803109
1998,"Communication services",25.82917098
1999,"Communication services",28.05823834
2000,"Communication services",30.72735751
2001,"Communication services",31.76025907
2002,"Communication services",32.09051813
2003,"Communication services",32.66336788
2004,"Communication services",33.68119171
2005,"Communication services",34.83419689
2006,"Communication services",37.16310881
2007,"Communication services",39.36259067
2008,"Communication services",41.37393782
2009,"Communication services",40.79647668
2010,"Communication services",41.99341969
2011,"Communication services",43.23896373
2012,"Communication services",43.58658031
2013,"Communication services",44.31932642
2014,"Communication services",47.06295337
2015,"Communication services",47.79082902
2016,"Communication services",49.67134715
2017,"Communication services",48.88647668
2018,"Communication services",50.17932642
2019,"Communication services",51.69911917
2020,"Communication services",52.90969652
1959,"Education services",1
1960,"Education services",1.084819064
1961,"Education services",1.165666372
1962,"Education services",1.280229479
1963,"Education services",1.408649603
1964,"Education services",1.560458959
1965,"Education services",1.782259488
1966,"Education services",2.028684907
1967,"Education services",2.262842012
1968,"Education services",2.546072374
1969,"Education services",2.848543689
1970,"Education services",3.239629303
1971,"Education services",3.566637246
1972,"Education services",3.885436893
1973,"Education services",4.315887026
1974,"Education services",4.721977052
1975,"Education services",5.276522507
1976,"Education services",5.816769638
1977,"Education services",6.252250662
1978,"Education services",6.895233892
1979,"Education services",7.527802295
1980,"Education services",8.366372462
1981,"Education services",9.275198588
1982,"Education services",10.1651368
1983,"Education services",11.24121801
1984,"Education services",12.28111209
1985,"Education services",13.39329214
1986,"Education services",14.4180053
1987,"Education services",15.72568402
1988,"Education services",17.57846425
1989,"Education services",19.64616064
1990,"Education services",21.41562224
1991,"Education services",23.00353045
1992,"Education services",24.99593998
1993,"Education services",26.48958517
1994,"Education services",28.20132392
1995,"Education services",30.18605472
1996,"Education services",32.6988526
1997,"Education services",35.22859665
1998,"Education services",37.91332745
1999,"Education services",40.7298323
2000,"Education services",44.21809356
2001,"Education services",47.44404237
2002,"Education services",49.36460724
2003,"Education services",52.83742277
2004,"Education services",56.17643425
2005,"Education services",60.27652251
2006,"Education services",64.75066196
2007,"Education services",69.40017652
2008,"Education services",73.02268314
2009,"Education services",76.44704325
2010,"Education services",81.37519859
2011,"Education services",84.19761695
2012,"Education services",85.09796999
2013,"Education services",87.27263901
2014,"Education services",89.58075905
2015,"Education services",92.5842895
2016,"Education services",95.95445719
2017,"Education services",98.79399823
2018,"Education services",101.7736981
2019,"Education services",105.7847308
2020,"Education services",104.3258822
1959,"Professional and other services",1
1960,"Professional and other services",1.049045691
1961,"Professional and other services",1.12313476
1962,"Professional and other services",1.187102371
1963,"Professional and other services",1.26847889
1964,"Professional and other services",1.338114517
1965,"Professional and other services",1.441122036
1966,"Professional and other services",1.586061307
1967,"Professional and other services",1.682880278
1968,"Professional and other services",1.81417004
1969,"Professional and other services",1.99421631
1970,"Professional and other services",2.233140544
1971,"Professional and other services",2.407807981
1972,"Professional and other services",2.634759977
1973,"Professional and other services",2.94869867
1974,"Professional and other services",3.247310584
1975,"Professional and other services",3.445922499
1976,"Professional and other services",3.827761712
1977,"Professional and other services",4.234412955
1978,"Professional and other services",4.798438404
1979,"Professional and other services",5.123423944
1980,"Professional and other services",5.748178138
1981,"Professional and other services",6.515384615
1982,"Professional and other services",7.115037594
1983,"Professional and other services",7.764950839
1984,"Professional and other services",8.671544245
1985,"Professional and other services",9.802139965
1986,"Professional and other services",10.73528051
1987,"Professional and other services",11.83319838
1988,"Professional and other services",13.26350492
1989,"Professional and other services",14.39120879
1990,"Professional and other services",15.67206478
1991,"Professional and other services",16.23828803
1992,"Professional and other services",17.41873916
1993,"Professional and other services",18.13209948
1994,"Professional and other services",18.7108155
1995,"Professional and other services",19.1622325
1996,"Professional and other services",20.27408907
1997,"Professional and other services",21.46148062
1998,"Professional and other services",23.14748409
1999,"Professional and other services",24.79803355
2000,"Professional and other services",26.14563331
2001,"Professional and other services",27.9735107
2002,"Professional and other services",29.29352227
2003,"Professional and other services",31.72562175
2004,"Professional and other services",33.07709659
2005,"Professional and other services",34.33227299
2006,"Professional and other services",35.93111625
2007,"Professional and other services",37.85587045
2008,"Professional and other services",38.39716599
2009,"Professional and other services",36.76685946
2010,"Professional and other services",36.76506651
2011,"Professional and other services",37.83863505
2012,"Professional and other services",38.01463274
2013,"Professional and other services",38.57154425
2014,"Professional and other services",39.90005784
2015,"Professional and other services",41.68328514
2016,"Professional and other services",42.98288028
2017,"Professional and other services",45.21052632
2018,"Professional and other services",45.82510121
2019,"Professional and other services",47.19947947
2020,"Professional and other services",45.40822228
1959,"Personal care services",1
1960,"Personal care services",1.038382454
1961,"Personal care services",1.087932911
1962,"Personal care services",1.139055759
1963,"Personal care services",1.166633069
1964,"Personal care services",1.24017256
1965,"Personal care services",1.320525743
1966,"Personal care services",1.436479458
1967,"Personal care services",1.534653066
1968,"Personal care services",1.629077128
1969,"Personal care services",1.661290973
1970,"Personal care services",1.70769665
1971,"Personal care services",1.666653227
1972,"Personal care services",1.734427287
1973,"Personal care services",1.821392573
1974,"Personal care services",1.881465952
1975,"Personal care services",1.982945611
1976,"Personal care services",2.114139419
1977,"Personal care services",2.358101843
1978,"Personal care services",2.585977503
1979,"Personal care services",2.742168286
1980,"Personal care services",2.894286981
1981,"Personal care services",3.007821634
1982,"Personal care services",3.037858324
1983,"Personal care services",3.658992864
1984,"Personal care services",3.893480627
1985,"Personal care services",4.306978994
1986,"Personal care services",4.746683869
1987,"Personal care services",5.271096238
1988,"Personal care services",6.086884651
1989,"Personal care services",6.655767447
1990,"Personal care services",7.168487683
1991,"Personal care services",6.853001653
1992,"Personal care services",7.652703302
1993,"Personal care services",8.01878805
1994,"Personal care services",8.525783171
1995,"Personal care services",9.209490787
1996,"Personal care services",9.713784623
1997,"Personal care services",10.36543966
1998,"Personal care services",11.13579003
1999,"Personal care services",11.96568963
2000,"Personal care services",12.96496392
2001,"Personal care services",13.41748982
2002,"Personal care services",13.94452284
2003,"Personal care services",14.69963311
2004,"Personal care services",15.76260936
2005,"Personal care services",16.66169415
2006,"Personal care services",17.4279321
2007,"Personal care services",17.98931581
2008,"Personal care services",18.34709511
2009,"Personal care services",17.96121437
2010,"Personal care services",18.6702415
2011,"Personal care services",19.29504495
2012,"Personal care services",19.95258638
2013,"Personal care services",20.7349111
2014,"Personal care services",21.97375318
2015,"Personal care services",22.80949885
2016,"Personal care services",23.64226102
2017,"Personal care services",24.87053985
2018,"Personal care services",26.97871225
2019,"Personal care services",28.24811515
2020,"Personal care services",17.07125619
1959,"Social services",1
1960,"Social services",1.029781812
1961,"Social services",1.072145246
1962,"Social services",1.067367415
1963,"Social services",1.144131231
1964,"Social services",1.337314859
1965,"Social services",1.49689441
1966,"Social services",1.710304189
1967,"Social services",1.941551202
1968,"Social services",2.09746775
1969,"Social services",2.294792164
1970,"Social services",2.465679248
1971,"Social services",2.792960663
1972,"Social services",3.218824654
1973,"Social services",3.477464564
1974,"Social services",3.729256251
1975,"Social services",4.140149705
1976,"Social services",4.773849339
1977,"Social services",5.477464564
1978,"Social services",6.382863513
1979,"Social services",7.568721134
1980,"Social services",8.914317566
1981,"Social services",10.28029941
1982,"Social services",11.43096034
1983,"Social services",12.49721293
1984,"Social services",13.90858417
1985,"Social services",15.96448479
1986,"Social services",17.85873547
1987,"Social services",20.02548176
1988,"Social services",21.5782768
1989,"Social services",24.57732123
1990,"Social services",26.23140627
1991,"Social services",27.74072305
1992,"Social services",30.2656474
1993,"Social services",32.56760631
1994,"Social services",34.6432553
1995,"Social services",37.02930403
1996,"Social services",38.93008441
1997,"Social services",41.17009078
1998,"Social services",44.12199395
1999,"Social services",47.40659341
2000,"Social services",51.69198917
2001,"Social services",56.29256251
2002,"Social services",59.47252747
2003,"Social services",62.82194617
2004,"Social services",66.29144768
2005,"Social services",70.22153209
2006,"Social services",74.39050804
2007,"Social services",79.37521898
2008,"Social services",82.74390827
2009,"Social services",84.94903647
2010,"Social services",88.55550247
2011,"Social services",91.37139672
2012,"Social services",94.35371875
2013,"Social services",98.08679726
2014,"Social services",103.5446727
2015,"Social services",109.2529065
2016,"Social services",115.0205447
2017,"Social services",122.9483994
2018,"Social services",129.4480013
2019,"Social services",135.2960663
2020,"Social services",125.4528376
1959,"Household maintenance",1
1960,"Household maintenance",1.061182219
1961,"Household maintenance",1.047479951
1962,"Household maintenance",1.067024271
1963,"Household maintenance",1.073928515
1964,"Household maintenance",1.116575495
1965,"Household maintenance",1.164267885
1966,"Household maintenance",1.218705189
1967,"Household maintenance",1.287322747
1968,"Household maintenance",1.371873174
1969,"Household maintenance",1.437941473
1970,"Household maintenance",1.480641564
1971,"Household maintenance",1.522969887
1972,"Household maintenance",1.616761379
1973,"Household maintenance",1.727972808
1974,"Household maintenance",1.75702374
1975,"Household maintenance",1.784481385
1976,"Household maintenance",2.068617558
1977,"Household maintenance",2.326092729
1978,"Household maintenance",2.574273727
1979,"Household maintenance",2.793510011
1980,"Household maintenance",2.925009294
1981,"Household maintenance",3.103032556
1982,"Household maintenance",3.165276966
1983,"Household maintenance",3.358011578
1984,"Household maintenance",3.887460832
1985,"Household maintenance",4.104625843
1986,"Household maintenance",4.363216315
1987,"Household maintenance",4.451006426
1988,"Household maintenance",4.681555048
1989,"Household maintenance",5.13059642
1990,"Household maintenance",5.393276329
1991,"Household maintenance",5.254076159
1992,"Household maintenance",5.645493653
1993,"Household maintenance",6.04270009
1994,"Household maintenance",6.655531361
1995,"Household maintenance",7.339370121
1996,"Household maintenance",7.608901163
1997,"Household maintenance",8.266875564
1998,"Household maintenance",9.356046524
1999,"Household maintenance",9.672260874
2000,"Household maintenance",10.45100643
2001,"Household maintenance",10.47187849
2002,"Household maintenance",10.55287057
2003,"Household maintenance",11.02586436
2004,"Household maintenance",11.61553986
2005,"Household maintenance",12.07738064
2006,"Household maintenance",12.57549525
2007,"Household maintenance",13.81124861
2008,"Household maintenance",14.27478889
2009,"Household maintenance",13.23867439
2010,"Household maintenance",13.07759307
2011,"Household maintenance",13.6163365
2012,"Household maintenance",14.44054384
2013,"Household maintenance",15.20309098
2014,"Household maintenance",16.51186999
2015,"Household maintenance",16.86191513
2016,"Household maintenance",17.17558022
2017,"Household maintenance",17.54102714
2018,"Household maintenance",19.31472728
2019,"Household maintenance",20.21960805
2020,"Household maintenance",19.63731586
1959,"Nonprofit Institution",1
1960,"Nonprofit Institution",1.040143922
1961,"Nonprofit Institution",1.078591622
1962,"Nonprofit Institution",1.126497044
1963,"Nonprofit Institution",1.186019018
1964,"Nonprofit Institution",1.322641994
1965,"Nonprofit Institution",1.431354408
1966,"Nonprofit Institution",1.532716525
1967,"Nonprofit Institution",1.655050116
1968,"Nonprofit Institution",1.8077101
1969,"Nonprofit Institution",1.941660242
1970,"Nonprofit Institution",2.153379594
1971,"Nonprofit Institution",2.406373683
1972,"Nonprofit Institution",2.63459265
1973,"Nonprofit Institution",2.828013364
1974,"Nonprofit Institution",3.18617322
1975,"Nonprofit Institution",3.497969674
1976,"Nonprofit Institution",3.902852737
1977,"Nonprofit Institution",4.242662555
1978,"Nonprofit Institution",4.732665125
1979,"Nonprofit Institution",5.370290414
1980,"Nonprofit Institution",6.174865073
1981,"Nonprofit Institution",7.019326651
1982,"Nonprofit Institution",7.80539707
1983,"Nonprofit Institution",8.379542534
1984,"Nonprofit Institution",9.331020303
1985,"Nonprofit Institution",9.849858648
1986,"Nonprofit Institution",10.81675662
1987,"Nonprofit Institution",11.45160627
1988,"Nonprofit Institution",13.01336417
1989,"Nonprofit Institution",13.98858905
1990,"Nonprofit Institution",15.59707016
1991,"Nonprofit Institution",16.47432537
1992,"Nonprofit Institution",18.07951683
1993,"Nonprofit Institution",18.51760473
1994,"Nonprofit Institution",20.1000771
1995,"Nonprofit Institution",21.0388075
1996,"Nonprofit Institution",22.62539193
1997,"Nonprofit Institution",21.70917502
1998,"Nonprofit Institution",25.45499871
1999,"Nonprofit Institution",28.42030326
2000,"Nonprofit Institution",32.49354922
2001,"Nonprofit Institution",36.81984066
2002,"Nonprofit Institution",40.77974814
2003,"Nonprofit Institution",42.2537137
2004,"Nonprofit Institution",42.4305834
2005,"Nonprofit Institution",43.23150861
2006,"Nonprofit Institution",49.1769211
2007,"Nonprofit Institution",51.14988435
2008,"Nonprofit Institution",59.06805448
2009,"Nonprofit Institution",59.45628373
2010,"Nonprofit Institution",60.53729118
2011,"Nonprofit Institution",64.11842714
2012,"Nonprofit Institution",70.2228219
2013,"Nonprofit Institution",72.49344641
2014,"Nonprofit Institution",75.16761758
2015,"Nonprofit Institution",76.39871498
2016,"Nonprofit Institution",82.39789257
2017,"Nonprofit Institution",85.67509638
2018,"Nonprofit Institution",90.21120535
2019,"Nonprofit Institution",90.29169879
2020,"Nonprofit Institution",114.5858312
1959,"Overall Average",1
1960,"Overall Average",1.044000364
1961,"Overall Average",1.076608518
1962,"Overall Average",1.142529572
1963,"Overall Average",1.20352294
1964,"Overall Average",1.29415994
1965,"Overall Average",1.395847455
1966,"Overall Average",1.512561646
1967,"Overall Average",1.595458303
1968,"Overall Average",1.75487489
1969,"Overall Average",1.902257798
1970,"Overall Average",2.037430643
1971,"Overall Average",2.205282037
1972,"Overall Average",2.419127016
1973,"Overall Average",2.677258688
1974,"Overall Average",2.931804933
1975,"Overall Average",3.249774378
1976,"Overall Average",3.621942837
1977,"Overall Average",4.020203514
1978,"Overall Average",4.490259712
1979,"Overall Average",5.007601925
1980,"Overall Average",5.533314878
1981,"Overall Average",6.123887415
1982,"Overall Average",6.553621217
1983,"Overall Average",7.210005655
1984,"Overall Average",7.873532471
1985,"Overall Average",8.568480208
1986,"Overall Average",9.130729226
1987,"Overall Average",9.723415211
1988,"Overall Average",10.53474968
1989,"Overall Average",11.33653883
1990,"Overall Average",12.08353813
1991,"Overall Average",12.53203985
1992,"Overall Average",13.34683635
1993,"Overall Average",14.15452212
1994,"Overall Average",14.99623661
1995,"Overall Average",15.77510055
1996,"Overall Average",16.67811609
1997,"Overall Average",17.5974009
1998,"Overall Average",18.65865845
1999,"Overall Average",19.96455309
2000,"Overall Average",21.49157192
2001,"Overall Average",22.41758306
2002,"Overall Average",23.28177903
2003,"Overall Average",24.46859371
2004,"Overall Average",26.01889368
2005,"Overall Average",27.71411826
2006,"Overall Average",29.32591227
2007,"Overall Average",30.76940089
2008,"Overall Average",31.64811257
2009,"Overall Average",31.22286035
2010,"Overall Average",32.34419613
2011,"Overall Average",33.80773797
2012,"Overall Average",34.95814235
2013,"Overall Average",35.99054881
2014,"Overall Average",37.59744678
2015,"Overall Average",39.09126107
2016,"Overall Average",40.5691201
2017,"Overall Average",42.34058618
2018,"Overall Average",44.37278699
2019,"Overall Average",46.06122275
2020,"Overall Average",44.62149898
